Manufacturer,Model Name,CPU,RAM,GPU,Price
HP,15-BW091ND (A9-9420/6GB/1TB,AMD A9-Series A9-9420 3GHz,6GB,AMD Radeon 520,5779800
Acer,Extensa EX2540-58KR,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,4970628
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8536320
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Intel Core i7 7500U 2.7GHz,4GB,Intel HD Graphics 620,6926868
HP,ZBook 15,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia Quadro M2200,21509748
Dell,Inspiron 5379,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,5859828
MSI,GS63VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,18624116.16
Acer,Aspire ES1-572,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,3652833.6
Dell,Inspiron 7560,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,10732644
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,5913180
Toshiba,Tecra X40-D-10G,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,13649220
Lenovo,Flex 5,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8883108
Lenovo,Thinkpad P51s,Intel Core i7 7600U 2.8GHz,16GB,Nvidia Quadro M520M,29334708
Acer,Chromebook 14,Intel Celeron Dual Core N3060 1.6GHz,2GB,Intel HD Graphics 400,2934360
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,14662908
HP,250 G6,Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,4792788
Dell,Latitude 5480,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,10018705.32
HP,Zbook 17,Intel Xeon E3-1535M v5 2.9GHz,16GB,Nvidia Quadro M2000M,39026988
Lenovo,N23 (N3060/4GB/128GB/W10),Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,4223700
HP,EliteBook 850,Intel Core i5 6300U 2.4GHz,8GB,Intel HD Graphics 520,16894800
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Intel Core i5 6300HQ 2.3GHz,4GB,Nvidia GeForce GTX 950M,5148468
Lenovo,Thinkpad T460,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,9745632
Asus,Pro P2540UA-XO0192R,Intel Core i7 7500U 2.7GHz,4GB,Intel HD Graphics 620,7557310.8
Lenovo,Yoga 900-13ISK,Intel Core i5 6260U 1.8GHz,8GB,Intel HD Graphics 540,10661508
HP,15-cb003na (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,9772308
HP,ZBook 15,Intel Core i7 6700HQ 2.6GHz,8GB,Nvidia Quadro M1000M,13880412
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,25511059.08
Acer,Aspire 3,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,5326308
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,9318816
Dell,Latitude 7280,Intel Core i7 7600U 2.8GHz,16GB,Intel HD Graphics 620,16530228
Google,Pixelbook (Core,Intel Core i5 7Y57 1.2GHz,8GB,Intel HD Graphics 615,13862628
Asus,Zenbook UX330UA-AH5Q,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,10039068
Dell,Latitude 3380,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,7549308
Acer,TravelMate P238-M,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,5824260
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Intel Pentium Quad Core N4200 1.1GHz,4GB,Nvidia GeForce 920MX,4182263.28
Dell,Inspiron 7559,Intel Core i7 6700HQ 2.6GHz,16GB,Nvidia GeForce GTX 960M,9772308
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,14218308
Acer,Aspire A315-31,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,2649816
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16GB,AMD Radeon R7 M445,10503852.84
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,16GB,AMD Radeon 540,15996708
Toshiba,Tecra A40-C-1E5,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,9069840
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,9772308
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,11061648
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,Intel Core i7 7500U 2.7GHz,12GB,Nvidia GeForce 940MX,7460388
Lenovo,Thinkpad P50,Intel Core i7 6820HQ 2.7GHz,16GB,Nvidia Quadro M2000M,21074040
Acer,Swift 3,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,5655312
Razer,Blade Pro,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,25777908
Asus,Vivobook Max,Intel Pentium Dual Core N4200 1.1GHz,8GB,Intel HD Graphics 505,5174254.8
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,Nvidia GeForce GTX 1070M,31911609.6
Asus,Rog G752VS-BA171T,Intel Core i7 6700HQ 2.6GHz,16GB,Nvidia GeForce GTX 1070,20896200
Toshiba,Tecra Z40-C-161,Intel Core i7 6600U 2.6GHz,16GB,Nvidia GeForce 930M,15685488
Lenovo,IdeaPad 110-15IBR,Intel Celeron Quad Core N3710 1.6GHz,8GB,Intel HD Graphics 405,2925468
Lenovo,ThinkPad T470s,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,20442708
MSI,GS43VR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,16814772
MSI,GL62M (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,9683388
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,4GB,Nvidia GeForce GTX 1050,8883108
Acer,Predator G9-793,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,20442708
Dell,Inspiron 7567,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,8758620
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX1060,11906388
Vero,K146 (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,1804186.8
Lenovo,ThinkPad Yoga,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,17517240
Lenovo,Yoga 510-15IKB,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon R7 M460,8527428
Apple,"MacBook 12""",Intel Core M 1.2GHz,8GB,Intel HD Graphics 5300,10359180
Lenovo,ThinkPad X1,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,20718360
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,2658708
Dell,Latitude 3580,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7202520
Lenovo,Yoga 910-13IKB,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,11995308
Dell,Vostro 5568,Intel Core i3 6006U 2GHz,8GB,AMD Radeon R5 M420X,6571188
HP,ZBook 17,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M2200,18361090.8
Asus,Pro P2540UA-XS51,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,9772308
Dell,XPS 13,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,13329108
Dell,XPS 15,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,15552108
Dell,Latitude 3180,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,6615648
HP,EliteBook 820,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,12350988
Toshiba,Satellite Pro,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,6935760
HP,15-ba043na (A12-9700P/8GB/2TB/W10),AMD A12-Series 9700P 2.5GHz,8GB,AMD Radeon R7 Graphics,5593068
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,14929668
Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,4GB,Nvidia GeForce 920M,5415228
HP,Omen 17-an012dx,Intel Core i7 7700HQ 2.8GHz,12GB,AMD Radeon RX 580,15552108
MSI,GE72MVR 7RG,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,21474180
Samsung,Notebook 9,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,13329108
Dell,Vostro 5568,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce GT 940MX,8545212
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon R5 M420,7022990.52
Lenovo,Thinkpad T470s,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,16530228
Razer,Blade Stealth,Intel Core i7 7500U 2.5GHz,16GB,Intel HD Graphics 620,15996708
HP,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,3423420
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,22274637.84
Dell,Latitude 3480,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,6713460
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,4356190.8
Toshiba,Tecra X40-D-10Z,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,9692280
Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,22221108
MSI,GL62M 7RD,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,10661508
Lenovo,ThinkPad X1,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,16672500
Toshiba,Satellite Pro,Intel Pentium Dual Core 4405U 2.1GHz,4GB,Intel HD Graphics 510,4437108
Asus,ZenBook Flip,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,12075336
Dell,Latitude 3480,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,5201820
Acer,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,3156660
Acer,Swift 3,Intel Core i3 7100U 2.4GHz,8GB,Intel HD Graphics 620,5504148
Razer,Blade Pro,Intel Core i7 7820HK 2.9GHz,32GB,Nvidia GeForce GTX 1080,48897108
Lenovo,Thinkpad X1,Intel Core i7 6600U 2.6GHz,16GB,Intel HD Graphics 520,18664308
Asus,VivoBook Max,Intel Core i5 7200U 2.5GHz,4GB,Nvidia GeForce 920,4614948
Lenovo,Thinkpad T460,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,10545912
Lenovo,ThinkPad T470s,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,14671800
Dell,Alienware 15,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,24672009.96
Asus,Rog GL702VS-BA023T,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,21509748
Toshiba,Satellite Pro,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,5948748
Lenovo,N42-20 Chromebook,Intel Celeron Quad Core N3160 1.6GHz,4GB,Intel HD Graphics 400,2889900
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,5246280
Asus,Rog GL702VM-GC017T,Intel Core i7 6700HQ 2.6GHz,16GB,Nvidia GeForce GTX 1060,15996708
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,Nvidia GeForce GTX 1070,27324137.88
HP,ProBook 470,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 930MX,8091720
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,6348799.08
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,16628040
Dell,Vostro 3568,Intel Core i7 7500U 2.7GHz,4GB,AMD Radeon R5 M420,6571188
HP,Chromebook X360,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,5468580
Asus,ZenBook UX310UQ-GL026T,Intel Core i5 6200U 2.3GHz,8GB,Nvidia GeForce 940M,9123192
HP,EliteBook x360,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,20247084
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,13053456
HP,250 G6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,2658708
Asus,Rog GL502VM-DS74,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,16885908
Dell,Inspiron 5767,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon R7 M445,7691580
Lenovo,ThinkPad T470p,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GT 940MX,16921476
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce GTX 930MX,6998004
Dell,Latitude 5580,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8402940
Asus,X541NA (N4200/4GB/1TB/W10),Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,3992508
HP,EliteBook x360,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics 620,22754628
Dell,Inspiron 5368,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,5770908
Lenovo,IdeaPad 110-15ISK,Intel Core i3 6006U 2.0GHz,4GB,Intel HD Graphics 520,4170348
Lenovo,ThinkPad E570,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,7564068.72
HP,EliteBook 850,Intel Core i5 7300U 2.6GHz,8GB,AMD Radeon R7 M465,11995308
Toshiba,Portege X30-D-10X,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,11426220
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,9043164
Dell,XPS 13,Intel Core i7 7660U 2.5GHz,16GB,Intel Iris Plus Graphics 640,19918080
HP,Probook 450,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,8091720
Toshiba,Portégé Z30-C-188,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,9736740
Lenovo,ThinkPad Yoga,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,17339400
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8020584
Dell,Precision 3520,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M620,15809976
Lenovo,ThinkPad L570,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,9381060
Lenovo,IdeaPad 110-15ISK,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 M430,4259268
Toshiba,Tecra A50-D-11D,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,12342096
Lenovo,Thinkpad 13,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,6535620
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,16GB,Nvidia GeForce 940MX,16441308
Dell,Latitude 7280,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics 620,15027480
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,3547819.08
Xiaomi,Mi Notebook,Intel Core i5 6200U 2.3GHz,8GB,Nvidia GeForce 940MX,8314020
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,4GB,Nvidia GeForce 940MX,8113950
HP,ProBook 450,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,7460388
HP,EliteBook x360,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,15116400
HP,Pavilion x360,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,6089241.6
Asus,VivoBook L402NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,3094416
Lenovo,IdeaPad 510-15ISK,Intel Core i7 6500U 2.5GHz,8GB,Nvidia GeForce 940MX,5948748
Dell,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,4GB,Intel HD Graphics,3281148
HP,EliteBook x360,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,15996708
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,AMD Radeon R5 M420X,4052084.4
Asus,Rog GL753VD-GC082T,Intel Core i5 7300HQ 2.5GHz,12GB,Nvidia GeForce GTX 1050,12181150.8
Acer,Chromebook C731-C78G,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,2640924
Lenovo,IdeaPad 110-17ACL,AMD A4-Series 7210 2.2GHz,4GB,AMD Radeon R3,3370068
HP,Probook 640,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,11248380
HP,Envy x360,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,12439908
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,15107508
Lenovo,ThinkPad T470s,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,15996708
MSI,GS73VR Stealth,Intel Core i7 6700HQ 2.6GHz,16GB,Nvidia GeForce GTX 1060,23554908
Toshiba,Portege X30-D-10V,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,13115700
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050Ti,8260668
HP,ProBook 450,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 930MX,8002800
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,AMD Radeon R5 M420X,5459688
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,8314020
Dell,XPS 13,Intel Core i7 7Y75 1.3GHz,8GB,Intel HD Graphics 615,17900485.2
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Intel Core i7 6820HK 2.7GHz,32GB,Nvidia GeForce GTX 980M,11372868
Dell,XPS 13,Intel Core i7 7Y75 1.3GHz,16GB,Intel HD Graphics 615,14662908
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,18219708
Lenovo,ThinkPad T570,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,17454907.08
LG,Gram 15Z970,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,18664308
HP,Elitebook 820,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,13186836
Acer,Chromebook CB5-571-C1DZ,Intel Celeron Dual Core 3205U 1.5GHz,4GB,Intel HD Graphics,3192228
Lenovo,IdeaPad Y700-15ISK,Intel Core i5 6300HQ 2.3GHz,8GB,Nvidia GeForce GTX 960M,7015788
LG,Gram 14Z970,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,16885908
Dell,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8GB,Intel HD Graphics 620,10714860
HP,Elitebook Folio,Intel Core M 6Y75 1.2GHz,8GB,Intel HD Graphics 515,27565200
Lenovo,IdeaPad 510-15IKB,Intel Core i7 7500U 2.7GHz,6GB,Nvidia GeForce 940MX,7015788
HP,ProBook 450,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 930MX,9060859.08
Acer,Aspire E5-575,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,4437108
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,7833852
HP,Probook 430,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,8536320
MSI,GE72VR 6RF,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,14218308
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,11995308
MSI,GL62M 7RD,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,9958239.72
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,AMD Radeon R5 M420,6090931.08
HP,EliteBook 850,Intel Core i7 6500U 2.5GHz,8GB,AMD Radeon R7 M365X,11532835.08
HP,Envy 13-AB077cl,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,10216908
Toshiba,Tecra Z50-C-140,Intel Core i7 6600U 2.6GHz,16GB,Nvidia GeForce 930M,17561700
Lenovo,ThinkPad Yoga,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,16227900
Dell,Latitude 3580,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,6490270.8
Lenovo,Thinkpad X270,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,14671800
HP,Probook 650,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,10359180
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,6296069.52
HP,ProBook 640,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,10216908
Lenovo,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,2747628
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,14040468
HP,250 G6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,2568898.8
Lenovo,Yoga 900-13ISK,Intel Core i7 6560U 2.2GHz,16GB,Intel Iris Graphics 540,15996708
Toshiba,Tecra Z40-C-12X,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,9825660
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,14840748
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,Intel HD Graphics 520,4967071.2
MSI,GP62M Leopard,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,10661508
Dell,Latitude 7480,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,14573988
Dell,Alienware 17,Intel Core i7 6820HK 2.7GHz,16GB,Nvidia GeForce GTX 1080,24524136
HP,Omen 17-W006na,Intel Core i5 6300HQ 2.3GHz,8GB,Nvidia GeForce GTX 965M,12439908
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Intel Pentium Quad Core N3710 1.6GHz,4GB,Nvidia GeForce 920MX,4712760
Acer,TravelMate P259-G2,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,5504148
Toshiba,Tecra A50-C-1ZV,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,9950148
Lenovo,Yoga 700-11ISK,Intel Core M m7-6Y75 1.2GHz,8GB,Intel HD Graphics 515,11550708
Lenovo,IdeaPad Y700-15ACZ,AMD FX 8800P 2.1GHz,16GB,AMD Radeon R9 M385,8883108
Dell,Latitude 7280,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics,13090802.4
Lenovo,IdeaPad 310-15IKB,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 920MX,6091020
Dell,Insprion 5767,Intel Core i3 6006U 2.0GHz,4GB,AMD Radeon R7 M445,5859828
Acer,Chromebook 14,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,3103308
HP,ZBook Studio,Intel Core i7 6820HQ 2.7GHz,8GB,Nvidia Quadro M1000M,19998108
Dell,Latitude 7480,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics 620,15783300
Toshiba,Portege Z30-C-1CW,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,12982320
Asus,Chromebook Flip,Intel Core M M7-6Y75 1.2GHz,8GB,Intel HD Graphics 515,10305828
Lenovo,Thinkpad T460,Intel Core i7 6600U 2.6GHz,8GB,Intel HD Graphics 520,13240099.08
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,28045368
Dell,XPS 13,Intel Core i5 7Y54 1.2GHz,8GB,Intel HD Graphics 615,16885908
HP,ProBook x360,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,6891300
Dell,XPS 13,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,11275056
Acer,Chromebook C738T-C2EJ,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,3458988
Toshiba,Portege Z30-C-16Z,Intel Core i5 6300U 2.4GHz,8GB,Intel HD Graphics 520,13649220
Lenovo,ThinkPad X270,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,15649920
Acer,Aspire F5-573G-510L,Intel Core i5 7200U 2.5GHz,12GB,Nvidia GeForce GTX 950M,8972028
Toshiba,Portege X20W-D-10V,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,15916680
HP,ProBook 450,Intel Core i5 7200U 2.50GHz,8GB,Nvidia GeForce 930MX,7527078
Dell,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4GB,AMD Radeon R5 M430,4140293.04
Dell,Latitude 5580,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,7335900
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,6091020
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,Nvidia GeForce GTX 1070,28000908
Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,6GB,Nvidia GeForce 920MX,6179940
Dell,XPS 13,Intel Core i7 7Y75 1.3GHz,16GB,Intel HD Graphics 615,16885908
Dell,Latitude E7470,Intel Core i7 6600U 2.6GHz,8GB,Intel HD Graphics 520,17454818.16
Dell,Alienware 17,Intel Core i7 6700HQ 2.6GHz,32GB,Nvidia GeForce GTX 1070,24897600
Toshiba,Tecra A40-C-1DF,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,10492560
Asus,Rog Strix,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,18227710.8
HP,Probook 450,Intel Core i5 7200U 2.70GHz,8GB,Nvidia GeForce 930MX,8705268
Lenovo,ThinkPad T460,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,8909784
